,id,date,time,tweet,timezone,likes,user_id,username,replies,retweets,hashtags,retweet,user_rt,mentions,link,Key word
0,1020521502167273472,2018-07-21,09:41:01,@kavithamurali என்னசெய்ய உங்களைப்போல கேடுகெட்ட திராவிட சித்தாந்த அரசியல் அசிங்கங்களால் ஹிந்தியை என்னைப்போன்றவர்களால் கற்கமுடியாமல் போயிற்று. அதன் விளைவு சொந்தநாட்டின் பிரதமர் பேசுவதையே அந்தநாட்டின் குடிமகனால் புரிந்துகொள்ளமுடியாத துர்பாக்யம் உலகில் எந்தநாட்டு குடிமகனுக்கும் கிடையாது! அசிங்கம்!!,Sri Lanka Standard Time,0,2465543622,kthirumurugan17,10,0,,,None,kavithamurali,https://twitter.com/kthirumurugan17/status/1020521502167273472,அசிங்கங்களால்
0,1022180509873364992,2018-07-25,23:33:19,Bigg Boss2 படு கேவலமா போகுது டாஸ்க்ன்னு பேருல சாப்பாட்டுக்காக பசியோட வருகிறவர்களை கேவலமாக நடத்துவதும் பசியும் பட்டினியுமா அவர்களை வருத்துவது ஒரு பக்கம் இன்னொரு பக்கம் இன்னும் திருந்தாத மஹத் / யாஷிகாவின் அசிங்கங்கள் அதைப்பார்த்து ரசிப்பதற்காக அவர்களை உள்ளே வைத்திருக்கும் Bigg Boss,Sri Lanka Standard Time,0,3185063467,gpminipkm,0,0,,,None,,https://twitter.com/gpminipkm/status/1022180509873364992,அசிங்கங்கள்
1,1021657126035496960,2018-07-24,12:53:34,ஸ்மோக்கிங் ரூமில் நடக்கும் அசிங்கங்கள்:  http://youtu.be/iUwdZrXszYY?a ,Sri Lanka Standard Time,0,2737216122,cinigossips,0,0,,,None,,https://twitter.com/cinigossips/status/1021657126035496960,அசிங்கங்கள்
2,1021338295073157121,2018-07-23,15:46:39,@CMOTamilNadu @grcpim @VanathiBJP @maiamofficial @polimernews @karthickselvaa @RangarajPandeyR @STARVijayIndia @vijaytelevision @Actor_Vivek @rajinikanth @ikamalhaasan @DINAMANI ஒரு புரோகிராம் சக்சஸ் என்றால் அதுல ஏதாவது சண்டை சச்சரவு இருந்துட்டே இருக்கனும்.அசிங்கங்கள் இருந்துட்டே இருக்கனும். அப்பத்தானே சுவாரஸ்யமாப் பார்ப்பாங்க.அப்ப என்ன பண்ணனும? அதைபன்றவங்களைத்தான் அதுலவைச்சுப்பாங்க.அதான் வியாபாரம். இதை காட்டியும் புரியலைன்னா எப்படி?  pic.twitter.com/u9Yb7iyrfB,Sri Lanka Standard Time,0,2257735586,KThalaivan,1,0,,,None,"DINAMANI,ikamalhaasan,rajinikanth,Actor_Vivek,vijaytelevision,STARVijayIndia,RangarajPandeyR,karthickselvaa,polimernews,maiamofficial,VanathiBJP,grcpim,CMOTamilNadu",https://twitter.com/KThalaivan/status/1021338295073157121,அசிங்கங்கள்
3,1019969884787113985,2018-07-19,21:09:05,மிகச்சரியான முன்னெடுப்பு...!! ஆயிரம் சட்டங்கள் இயற்றினாலும் அவர்களின் ஆழ்மனதில் உள்ள அசிங்கங்கள் மாறாது..!!  https://twitter.com/karna_sakthi/status/1019961626827476992 …,Sri Lanka Standard Time,0,4165211125,satish_nn,0,0,,,None,,https://twitter.com/satish_nn/status/1019969884787113985,அசிங்கங்கள்
4,1016956003559133185,2018-07-11,13:33:00,@vickytalkz @pencil_tweets உண்மை தோழரே ஆனா இதை பார்த்தும் திருந்துவாங்கன்னு நினைக்குறீங்க?எச்சக்கலை அசிங்கங்கள்,Sri Lanka Standard Time,1,6228192,Im_manion,0,0,,,None,"pencil_tweets,vickytalkz",https://twitter.com/Im_manion/status/1016956003559133185,அசிங்கங்கள்
5,1015102993794920449,2018-07-06,10:49:48,@ikamalhaasan @mpgiri இவங்க ரெண்டு பேரும் Too much of அசிங்கங்கள் பண்ணுறாங்க ஆண்டவரே..என்னனு கேளுங்க,Sri Lanka Standard Time,0,2942542440,Gamunu_keda,1,0,,,None,"mpgiri,ikamalhaasan",https://twitter.com/Gamunu_keda/status/1015102993794920449,அசிங்கங்கள்
6,1014863064473059329,2018-07-05,18:56:24,@sunnewstamil @karthik_klt @Thalaivar_Fans தாய்நாட்டை காட்டி கொடுத்துமாற்றானுக்குகுடும்பத்துடன்சகல கல கல விதத்திலும்விலைபோனஇந்திய விரோதிகளிடம்விவாதமில்லை. அசிங்கமான மனிதர்கள்இருக்கும்எல்லாஜாதிகளிலும்அசிங்கங்கள் அரங்கேறுகின்றன.அதைவிளக்கினால்சட்டம் குறிக்கிடும்.,Sri Lanka Standard Time,1,2962301731,nalliah1948,1,0,,,None,"Thalaivar_Fans,karthik_klt,sunnewstamil",https://twitter.com/nalliah1948/status/1014863064473059329,அசிங்கங்கள்
7,1014483163920437248,2018-07-04,17:46:49,பிக் பாஸில் மஹத் பெண் போட்டியாளர்களுடன் அரங்கேற்றும் அசிங்கங்கள்!  http://www.inneram.com/television/17231-mahat-vulgar-activities-in-bigg-boss.html …,Sri Lanka Standard Time,0,18476242,inneram,0,0,,,None,,https://twitter.com/inneram/status/1014483163920437248,அசிங்கங்கள்
0,1023224194106945536,2018-07-28,20:40:33,அசிங்கத்தின் மறு உருவம்.....தூ உஉஉ....  https://twitter.com/sivanandam502/status/1023209102934138880 …,Sri Lanka Standard Time,1,771301274402824193,Abdkhan_007,0,0,,,None,,https://twitter.com/Abdkhan_007/status/1023224194106945536,அசிங்கத்தின்
1,1021664141809840129,2018-07-24,13:21:27,சிங்கக் குட்டியின் சாபக்கேடு  ..ஒரு உலகமகா அசிங்கத்தின் பெயர் சூட்டப்பட்டுள்ளது  .  https://twitter.com/dinathanthi/status/1021662650873262082 …,Sri Lanka Standard Time,3,865808092780298240,Arivazhi,0,4,,,None,,https://twitter.com/Arivazhi/status/1021664141809840129,அசிங்கத்தின்
2,1019641538601775104,2018-07-18,23:24:21,@SriRamaMani பிச்சை எடுப்பது மட்டுமல்லாதுதமிழக அசிங்கத்தின் அடையாளம்,Sri Lanka Standard Time,0,944184664004202502,Sp07415101,0,0,,,None,SriRamaMani,https://twitter.com/Sp07415101/status/1019641538601775104,அசிங்கத்தின்
3,1016581940995084288,2018-07-10,12:46:36,In Past people's are called HIV Raja... Then CyCo & Mad Man Raja... Now Urine Raja.... அசிங்கத்தின் மொத்த உருவம் இந்த எச்ச நாய்  H. Raja,Sri Lanka Standard Time,2,2217444674,thameemavoor,0,1,,,None,,https://twitter.com/thameemavoor/status/1016581940995084288,அசிங்கத்தின்
0,1023576725630984192,2018-07-29,20:01:23,"முகநூல், மெசஞ்சர் பதிவுகளை உஷாராக பதிவேற்றம் செய்யுங்கள்!!சிலபல பதிவுகள் பலரால் ஸ்கிரீன் ஷாட் நடக்கிறது!!விளைவு அசிங்கத்தில்...",Sri Lanka Standard Time,0,397999756,advbiji,0,0,,,None,,https://twitter.com/advbiji/status/1023576725630984192,அசிங்கத்தில்
1,1019666855454302208,2018-07-19,01:04:57,"பல ஆயிரம் ‘மைல்கல்’கடந்து வந்திங்கே மதத்தால் , பேசும் மொழியால் பிரிந்துகிடப்பவர்களை #இங்கே காண்கையில் செருப்பை தேட தோன்றுகின்றது !! உங்களை அடிப்பதற்கு அல்ல !அசிங்கத்தில் உழலாமல் என் உடலைக் காக்க !!",Sri Lanka Standard Time,0,2532458765,ooviya_durairaj,0,0,#இங,,None,,https://twitter.com/ooviya_durairaj/status/1019666855454302208,அசிங்கத்தில்
2,1017976327402545152,2018-07-14,09:07:24,"@Manikandantkrg1 RSS+BJP+காவி கழிசடைகளுக்கு எந்தக் காலத்தில் நியாயமான, ஆரோக்கியமான ,உண்மையான சிந்தனை இருந்திருக்கு.அசிங்கத்தில் பிறந்த பயல்கள் அசிங்கமான சூழலில்,தீவிரவாதம்,பயங்கரவாதம் போதிக்கப் பட்டு வளர்க்கப் பட்ட மிருகங்கள் , உலக பார்வைக்கு மனிதர்கள் போல் காட்சி அளிக்கும் பயங்கரவாத மிருகங்கள்",Sri Lanka Standard Time,2,1052587639,deennishawin,0,1,,,None,Manikandantkrg1,https://twitter.com/deennishawin/status/1017976327402545152,அசிங்கத்தில்
