,id,date,time,tweet,timezone,likes,user_id,username,replies,retweets,hashtags,retweet,user_rt,mentions,link,Key word
0,984178329132642305,2018-04-12,02:46:13,களம் காண்போன் தளம்தன்மானத்தால் ஆனது..கட்டவிழ்த்து மௌனிக்கும் இருக்கைகள்அசிங்கங்களால் ஆனது..,Sri Lanka Standard Time,1,118918522,PiriyanLyricist,0,0,,,None,,https://twitter.com/PiriyanLyricist/status/984178329132642305,அசிங்கங்களால்
0,990309707062677504,2018-04-29,00:50:07,வாத்தியார் - நிர்மலா தேவிமருத்துவர் - சிவகுருநாதன் 👿👿👿தமிழ்நாட்டு அசிங்கங்கள்,Sri Lanka Standard Time,0,89381794,amloneranger,0,0,,,None,,https://twitter.com/amloneranger/status/990309707062677504,அசிங்கங்கள்
1,989532800469516288,2018-04-26,21:22:58,@chandrahasan78 @Rajeswri1004 நீதித்துறை காலதாமதம்செய்கிறது காலம் கனியும்அப்போது விடியும் அரசியல்அசிங்கங்கள் வெளியேறும்.......,Sri Lanka Standard Time,1,4113593892,anbazha51671660,1,0,,,None,"Rajeswri1004,chandrahasan78",https://twitter.com/anbazha51671660/status/989532800469516288,அசிங்கங்கள்
2,989379240293416960,2018-04-26,11:12:47,@sdineshadmk @NameisKamal @hariadmk @AvadiSaran @RamaAIADMK @Abiadmk @salmanjavid @Gowthamadmk @shakeerADMK @kartiadmk @Janaksr05 அசுரயுத்தம்அசிங்கங்கள் வெளிப்படும்.,Sri Lanka Standard Time,1,924262127442968576,Rajeswri1004,0,0,,,None,"Janaksr05,kartiadmk,shakeerADMK,Gowthamadmk,salmanjavid,Abiadmk,RamaAIADMK,AvadiSaran,hariadmk,NameisKamal,sdineshadmk",https://twitter.com/Rajeswri1004/status/989379240293416960,அசிங்கங்கள்
3,988402065863991297,2018-04-23,18:29:50,"@sunnewstamil இதை ஓர் ஊழல் அம்மணி சொல்வதுதான் விந்தை! திமுக,காங்கிரஸ் என்ற ரெண்டு கழண்ட ஆப்பை இருந்த போது என்ன வாழ்ந்தது?மீத்தேன், நீயூட்ரினோக்கு அனுமதி வழங்கிய அசிங்கங்கள் நீங்கதானே!?",Sri Lanka Standard Time,0,205198312,kbjraman,0,0,,,None,sunnewstamil,https://twitter.com/kbjraman/status/988402065863991297,அசிங்கங்கள்
4,987900912516587520,2018-04-22,09:18:26,"தமிழன்பர்களே! ஊடக நண்பர்களே!இந்த நிகழ்வில்உற்று நோக்குங்கள்!உடன் இருக்கும்பெண் நிருபர்முக பாவத்தைபாருங்கள்.அதில்அருவருப்பா?ஆனந்தமா?ஊடகத்தின் ஊடேஅசிங்கங்கள்அரங்கேறிஇருப்பதைபுரிந்து கொள்ளுங்கள்.அவர்களை புறந்தள்ளுங்கள்.வாழ்க, நம் தமிழர் பண்பாட்டு.  pic.twitter.com/upph4SVBRw",Sri Lanka Standard Time,2,2962301731,nalliah1948,1,2,,,None,,https://twitter.com/nalliah1948/status/987900912516587520,அசிங்கங்கள்
5,987623393657733120,2018-04-21,14:55:40,"இல்லாதவர்கள் திமுகக் காரர்கள்.திமுக காரர்கள் என்றாலே ரேப்பிஸ்டுகள்தான்.அதில் அண்ணாத்துரை, கருணாநிதி, ஸ்டாலின் முதல் இன்றைய கட்சிக்காரர்கள் வரை எவனும் விதி விலக்குக் கிடையாதுஅண்ணாத்துரையின் அசிங்கங்கள் பற்றி அவர்கள் கட்சியின் ஆஸ்தான கவிஞர் பாரதிதாசன் தன் குயில் பத்திரிகையில்",Sri Lanka Standard Time,0,418772982,yogees46,1,0,,,None,,https://twitter.com/yogees46/status/987623393657733120,அசிங்கங்கள்
6,987375262873542656,2018-04-20,22:29:41,அசிங்கத்தின் அசிங்கங்கள்  https://twitter.com/VanavilVijay/status/987318614645661696 …,Sri Lanka Standard Time,0,985588337267228672,SombuNasukki,0,0,,,None,,https://twitter.com/SombuNasukki/status/987375262873542656,அசிங்கங்கள்
7,987019303433089024,2018-04-19,22:55:14,"தமிழக அரசு மற்றும் அரைவேக்காட்டு அமைச்சர்களின் ஆயுள்காலம் முடியும்வரை அசிங்கங்கள், கேவலங்கள் தொடர்வதை தடுக்கவே முடியாதோ?",Sri Lanka Standard Time,0,987015245590753280,GskPamban,0,0,,,None,,https://twitter.com/GskPamban/status/987019303433089024,அசிங்கங்கள்
8,986963900611444736,2018-04-19,19:15:05,@msdhoni @harbhajan_singh @ChennaiIPL @news7tamil தமிழகத்தின் அசிங்கங்கள்.. பிரச்சனையை விட பொழுது போக்கு முக்கியமல்ல,Sri Lanka Standard Time,0,2789124950,ganeshk90,0,0,,,None,"news7tamil,ChennaiIPL,harbhajan_singh,msdhoni",https://twitter.com/ganeshk90/status/986963900611444736,அசிங்கங்கள்
