,id,date,time,tweet,timezone,likes,user_id,username,replies,retweets,hashtags,retweet,user_rt,mentions,link,Key word
0,1006568695785635840,2018-06-12,21:37:32,அசிங்கங்களால் உருவான நோய்  https://twitter.com/Mark2kali/status/1006562509078257664 …,Sri Lanka Standard Time,0,921728710931128321,senthilvel_1969,0,0,,,None,,https://twitter.com/senthilvel_1969/status/1006568695785635840,அசிங்கங்களால்
0,1012331797294641154,2018-06-28,19:18:03,ஒருகருத்துக்குஎதிர்கருத்தெனில்இங்கு அசிங்கங்கள்அரங்கேற்றமாகிறதுபெண்ணென்றும்ஆணெண்றும்பாரமல்தடித்தவார்த்தைகள்டூவிட்டரில்வந்துவிழும்உங்கள் டூவிட் படித்ததும் மகிழ்ந்தேன் பிரதர்🤣,Sri Lanka Standard Time,1,4113593892,anbazha51671660,0,0,,,None,,https://twitter.com/anbazha51671660/status/1012331797294641154,அசிங்கங்கள்
1,1011636608313876480,2018-06-26,21:15:37,"@Baashhu @Archana_arsu இதில் பாமா (கருக்கு),சிஸ்டர் ஜெஸ்மி(ஆமென்) எழுதிய நூல்கள் தன்வரலாறு வகை. புனைவு இல்ல.வெள்ளை உடைக்கு பின்னிருக்கும் அசிங்கங்கள் முதல் வாசிப்பில் அதிர்ச்சி ஏற்படுத்தியது..",Sri Lanka Standard Time,0,475976269,yalisaisl,2,0,,,None,"Archana_arsu,Baashhu",https://twitter.com/yalisaisl/status/1011636608313876480,அசிங்கங்கள்
2,1011184963889217536,2018-06-25,15:20:56,"ஆளுநர் அவர் வேலையை ஒழுங்காக செய்ய வில்லை, குப்பையை போட்டு கூட்டுவது, நிர்மலா தேவி விவகாரம் அவரது அசிங்கங்கள் தொடர்கிறது, மாநில உரிமையில் தலையிட கூடாது #TNGovernorKillsDemocracy",Sri Lanka Standard Time,24,969061525066416128,Shankarkkb,1,11,#TNGovernorKillsDemocracy,,None,,https://twitter.com/Shankarkkb/status/1011184963889217536,அசிங்கங்கள்
3,1010196885452226566,2018-06-22,21:54:40,பிக பாஸ் 2 வில் அரங்கேறும் அசிங்கங்கள்!  http://www.inneram.com/television/17076-bigg-boss-vulgar.html …,Sri Lanka Standard Time,0,18476242,inneram,0,0,,,None,,https://twitter.com/inneram/status/1010196885452226566,அசிங்கங்கள்
4,1010192561250566144,2018-06-22,21:37:29,@dinamalarweb @jvnaveen மாற்றானுக்குவிலைபோனவர்கள்தான்திருந்த வேண்டும்.குறைந்த பட்சம்இஸ்லாம் மாதிரிதனக்கென ஒரு மொழிமதகலாச்சார ம் வேண்டும்.திருந்துவார்களா இந்துவை சுவீகரித்துதன் மதத்தை மறைத்துகுழப்பத்தில்பாலியியலில்மதமாற்றும் அசிங்கங்கள்.,Sri Lanka Standard Time,7,2962301731,nalliah1948,0,4,,,None,"jvnaveen,dinamalarweb",https://twitter.com/nalliah1948/status/1010192561250566144,அசிங்கங்கள்
5,1009820809613979648,2018-06-21,21:00:17,@PillaiCenter @raji143 @arun_madhan @56perumal @balajidsmttn @suriya_selvam @TamilStallion @LaGanesan @Its_Pillai @Karthisankarbe1 @tak_karaikudi @RajasekarASho7 அவனுகளே பாதி பார்ப்பானுங்க தீட்டு பாப்பானுங்க எச்சலை அசிங்கங்கள்,Sri Lanka Standard Time,1,6228192,Im_manion,1,1,,,None,"RajasekarASho7,tak_karaikudi,Karthisankarbe1,Its_Pillai,LaGanesan,TamilStallion,suriya_selvam,balajidsmttn,56perumal,arun_madhan,raji143,PillaiCenter",https://twitter.com/Im_manion/status/1009820809613979648,அசிங்கங்கள்
6,1008565155913797632,2018-06-18,09:50:46,@kavitha129 கவனித்து வீட்டில் பேசிக்கொண்டுமிருந்தோம்..கேவல பிறப்புகள்..கேமிரா இருக்கும்போது கூடத் தங்கள் மனஅழுக்கை வெளிப்படுத்தும் அசிங்கங்கள்.,Sri Lanka Standard Time,1,26447612,mekalapugazh,1,0,,,None,kavitha129,https://twitter.com/mekalapugazh/status/1008565155913797632,அசிங்கங்கள்
7,1006913130868297728,2018-06-13,20:26:12,"இது புதிதல்ல.பழையது. இன்னும் நிறைய உண்டு. கோழி குப்பையை கிளறுவது போல், கிளற, கிளற நிறைய அசிங்கங்கள் வெளி வரும்.  https://twitter.com/srjk22/status/1006912289021161472 …",Sri Lanka Standard Time,5,2748570175,Chinmayadasa,0,2,,,None,,https://twitter.com/Chinmayadasa/status/1006913130868297728,அசிங்கங்கள்
8,1006136736269733894,2018-06-11,17:01:05,"'ரியாலிட்டி ஷோ' என்ற பெயரில் பெண்களை; அருவருக்கத்தக்க வகையில்; சேற்றில் உருட்டுவது, நீரில் நனையவிட்டு காட்டுவது பொன்ற; வக்கிரங்களை; எவரும் கண்டிப்பதில்லை. இரட்டை அர்த்த பேச்சுக்கள். இந்த அசிங்கங்கள் சமூக அக்கறையுடன் தவிர்க்கப் படவேண்டும்.  https://twitter.com/engr_sulthan/status/1006037472063705088 …",Sri Lanka Standard Time,0,432369309,smk20021950,0,0,,,None,,https://twitter.com/smk20021950/status/1006136736269733894,அசிங்கங்கள்
